#TYPE System.Management.Automation.PSCustomObject
"EnvironmentCreatedTime","Location","Environment","EnvironmentOwner","EnvironmentId","IsDefault"
"2019-04-09T01:22:49.08701Z","europe","Personal Productivity",,"871c2ce3-d2bb-4bfd-92ef-854f523d0530","True"
